--- model polynom_b (rz < 0). units: [m] for length, [rad] for angle and [m^(n-1)] for polynom_b ---
 len[m]    angle[deg]  PolyB(n=0)   PolyB(n=1)   PolyB(n=2)   PolyB(n=3)   PolyB(n=4)   PolyB(n=5)   PolyB(n=6)   
 0.0020 ,  +0.00633 ,  +0.00e+00 ,  -7.26e-01 ,  -6.02e-01 ,  +1.31e+01 ,  +1.39e+03 ,  -5.51e+04 ,  -7.63e+06 , 
 0.0030 ,  +0.00951 ,  +0.00e+00 ,  -7.31e-01 ,  -4.73e-01 ,  +1.34e+01 ,  +6.69e+02 ,  -6.14e+04 ,  -3.33e+06 , 
 0.0050 ,  +0.01592 ,  +0.00e+00 ,  -7.44e-01 ,  -2.28e-01 ,  +1.25e+01 ,  +6.63e+02 ,  -6.64e+04 ,  -3.65e+06 , 
 0.0050 ,  +0.01603 ,  +0.00e+00 ,  -7.59e-01 ,  -2.57e-02 ,  +9.21e+00 ,  +6.82e+02 ,  -4.47e+04 ,  -3.47e+06 , 
 0.0050 ,  +0.01611 ,  +0.00e+00 ,  -7.68e-01 ,  +1.90e-02 ,  +1.18e+01 ,  +6.25e+02 ,  -5.35e+04 ,  -3.15e+06 , 
 0.0100 ,  +0.03236 ,  +0.00e+00 ,  -7.72e-01 ,  -5.67e-03 ,  +1.37e+01 ,  +6.23e+02 ,  -6.86e+04 ,  -2.54e+06 , 
 0.0400 ,  +0.12964 ,  +0.00e+00 ,  -7.74e-01 ,  +1.25e-02 ,  +1.09e+01 ,  +8.52e+02 ,  -4.94e+04 ,  -4.09e+06 , 
 0.1500 ,  +0.48377 ,  +0.00e+00 ,  -7.74e-01 ,  +5.82e-02 ,  +3.74e+00 ,  +8.80e+02 ,  +1.18e+04 ,  -4.67e+06 , 
 0.1000 ,  +0.32254 ,  +0.00e+00 ,  -7.73e-01 ,  +4.37e-02 ,  +2.33e+00 ,  +1.45e+03 ,  +2.53e+04 ,  -6.92e+06 , 
 0.0500 ,  +0.16181 ,  +0.00e+00 ,  -7.73e-01 ,  -1.56e-02 ,  +3.15e-01 ,  +1.25e+03 ,  +2.98e+04 ,  -6.07e+06 , 
 0.0340 ,  +0.10531 ,  +0.00e+00 ,  -7.75e-01 ,  -1.40e-01 ,  -4.39e+00 ,  +6.16e+02 ,  +9.28e+04 ,  -3.20e+06 , 
 0.0160 ,  +0.03414 ,  +0.00e+00 ,  -4.55e-01 ,  -1.72e+00 ,  +1.03e+01 ,  -2.32e+03 ,  +6.07e+04 ,  +1.37e+07 , 
 0.0400 ,  +0.03267 ,  +0.00e+00 ,  -8.63e-02 ,  -1.73e+00 ,  +6.04e+00 ,  -9.14e+02 ,  +9.23e+03 ,  +5.43e+06 , 
 0.0400 ,  +0.00767 ,  +0.00e+00 ,  -8.07e-03 ,  -3.86e-01 ,  +1.27e+00 ,  -5.38e+01 ,  -3.14e+03 ,  +3.23e+05 , 
 0.0500 ,  +0.00384 ,  +1.51e-03 ,  -9.59e-04 ,  -1.03e-01 ,  +6.33e-01 ,  +4.84e+01 ,  -1.72e+03 ,  -3.15e+05 , 
