--- model polynom_b (rz > 0). units: [m] for length, [rad] for angle and [m^(n-1)] for polynom_b ---
 len[m]    angle[deg]  PolyB(n=0)   PolyB(n=1)   PolyB(n=2)   PolyB(n=3)   PolyB(n=4)   PolyB(n=5)   PolyB(n=6)   
 0.0020 ,  +0.00632 ,  +0.00e+00 ,  -7.21e-01 ,  -4.68e-01 ,  +1.57e+01 ,  -5.15e+02 ,  -5.69e+04 ,  +2.47e+06 , 
 0.0030 ,  +0.00949 ,  +0.00e+00 ,  -7.25e-01 ,  -3.53e-01 ,  +1.59e+01 ,  -9.64e+02 ,  -6.19e+04 ,  +4.63e+06 , 
 0.0050 ,  +0.01590 ,  +0.00e+00 ,  -7.38e-01 ,  -8.94e-02 ,  +1.22e+01 ,  -1.35e+03 ,  -4.58e+04 ,  +6.91e+06 , 
 0.0050 ,  +0.01601 ,  +0.00e+00 ,  -7.55e-01 ,  +1.36e-01 ,  +9.85e+00 ,  -1.42e+03 ,  -3.22e+04 ,  +7.77e+06 , 
 0.0050 ,  +0.01610 ,  +0.00e+00 ,  -7.64e-01 ,  +1.41e-01 ,  +1.35e+01 ,  -4.25e+02 ,  -5.12e+04 ,  +2.11e+06 , 
 0.0100 ,  +0.03234 ,  +0.00e+00 ,  -7.69e-01 ,  +1.61e-01 ,  +1.31e+01 ,  -1.33e+03 ,  -4.62e+04 ,  +7.96e+06 , 
 0.0400 ,  +0.12955 ,  +0.00e+00 ,  -7.70e-01 ,  +1.49e-01 ,  +1.26e+01 ,  -6.70e+02 ,  -4.69e+04 ,  +4.66e+06 , 
 0.1500 ,  +0.48336 ,  +0.00e+00 ,  -7.71e-01 ,  +1.57e-01 ,  +1.17e+01 ,  +2.14e+01 ,  -4.15e+04 ,  +1.12e+05 , 
 0.1000 ,  +0.32223 ,  +0.00e+00 ,  -7.70e-01 ,  +9.52e-02 ,  +6.44e+00 ,  +1.18e+03 ,  +2.96e+03 ,  -5.32e+06 , 
 0.0500 ,  +0.16165 ,  +0.00e+00 ,  -7.70e-01 ,  -1.88e-02 ,  +1.66e+00 ,  +1.84e+03 ,  +2.74e+04 ,  -8.50e+06 , 
 0.0340 ,  +0.10529 ,  +0.00e+00 ,  -7.72e-01 ,  -1.48e-01 ,  +5.78e+00 ,  +1.23e+03 ,  +2.83e+04 ,  -5.84e+06 , 
 0.0160 ,  +0.03438 ,  +0.00e+00 ,  -4.59e-01 ,  -1.79e+00 ,  +1.52e+01 ,  +1.82e+03 ,  +3.53e+04 ,  -1.21e+07 , 
 0.0400 ,  +0.03319 ,  +0.00e+00 ,  -8.68e-02 ,  -1.78e+00 ,  +4.91e+00 ,  +8.38e+02 ,  +2.84e+04 ,  -5.55e+06 , 
 0.0400 ,  +0.00783 ,  +0.00e+00 ,  -7.89e-03 ,  -3.95e-01 ,  +5.22e-01 ,  +1.02e+02 ,  +5.90e+03 ,  -5.46e+05 , 
 0.0500 ,  +0.00401 ,  +1.80e-04 ,  -9.61e-04 ,  -1.06e-01 ,  +2.48e-01 ,  +1.47e+02 ,  +7.03e+02 ,  -7.42e+05 , 
